cond,a_tot,i_tot,c_tot,mfqA1,mfqA2,mfqA3,mfqA4,mfqA5,mfqA6,mfqA7,mfqA8,mfqA9,mfqA10,mfqA11,mfqA12,mfqA13,mfqA14,mfqA15,mfqA16,mfqA17,mfqA18,mfqA19,mfqA20,mfqA21,mfqA22,mfqA23,mfqA24,mfqA25,mfqA26,mfqA27,mfqA28,mfqA29,mfqA30,mfqA31,mfqB1,mfqB2,mfqB3,mfqB4,mfqB5,mfqB6,mfqB7,mfqB8,mfqB9,mfqB10,mfqB11,mfqB12,mfqB13,mfqB14,mfqB15,mfqB16,mfqB17,mfqB18,mfqB19,mfqB20,mfqB21,mfqB22,mfqB23,mfqB24,mfqB25,mfqB26,mfqB27,mfqB28,mfqB29,mfqB30,mfqB31,mfqB32,mfqB33,mfqB34,mfqB35,mfqB36,mfqB37,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,rf12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,ie1,ie2,ie3,ie4,ie5,ie6,ie7,ie8,ie9,ie10,ie11,ie12,ie13,ie14,ie15,ie16,ie17,ie18,ie19,ie20,sex,age,race,race_text,ses,income,edu,big,relaff,relaff_text,if_rel,pray,relserv,relint,for_policy,eco_policy,soc_policy,rel_policy,polaff,purpose,Study for how life is associated to God,task_related,tr_explain,task_affect,ta_explain,sut_susp,ss_explain,sut_theme,st_explain,goal,goal_explain,random,random,LocationLatitude,LocationLongitude,India,other,us
0,,,1,4,5,6,5,4,5,6,4,5,4,5,4,6,5,6,3,4,6,4,5,5,6,5,3,4,4,5,5,4,5,5,5,5,4,3,5,4,5,4,5,4,5,6,5,4,5,4,6,5,5,6,5,5,2,4,5,5,3,5,4,5,5,5,6,5,5,5,4,8,7,8,8,9,8,8,9,8,7,8,9,7,7,8,7,8,7,8,9,6,5,5,6,7,7,9,8,7,8,8,9,8,9,8,8,7,7,8,7,8,7,7,7,2,44,2,,4,5,4,1,2,,3,3,4,7,5,4,4,5,3,Religions and Beliefs,Our perspectives,1,Because it involves God.,2,,2,,2,,2,,,,,,,,1
0,,,1,2,1,3,3,5,6,6,3,4,3,3,3,6,6,4,4,4,5,6,6,2,6,5,2,3,4,6,3,3,6,6,5,3,4,5,5,5,4,4,6,1,6,6,3,2,5,1,3,4,6,1,6,2,5,3,4,3,3,6,6,1,5,5,6,6,2,6,4,1,9,1,9,1,1,9,1,9,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,56,5,,5,2,4,2,8,,1,1,1,1,2,1,1,2,7,To see how people judge beliefs about right and wrong,How people think about moral consequences,1,There is always some thread of similarity between these types of questions,2,,2,,2,,2,,,,,,,,1
0,,,1,1,1,6,4,6,5,4,4,6,6,1,5,6,5,6,5,6,5,6,6,4,6,6,3,6,5,1,6,4,6,6,1,1,4,4,6,6,3,6,6,1,6,4,1,1,2,1,2,1,5,2,5,1,5,6,6,1,5,6,6,1,1,6,1,6,3,6,6,1,1,1,1,1,,1,1,9,9,1,9,9,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,5,,3,5,3,2,5,,1,1,1,5,4,3,1,1,6,Religious and moral beliefs of people,Religious and moral beliefs,2,,2,,2,,2,,1,honesty,,,,,,,1
0,,,1,4,2,5,4,3,5,4,2,3,5,3,4,2,3,4,4,2,4,4,3,4,5,3,3,4,2,5,4,2,3,2,4,2,4,3,4,5,3,4,3,2,4,4,4,2,3,4,3,4,2,4,5,3,4,5,3,2,4,5,3,4,5,5,3,5,4,2,4,3,3,2,3,5,2,4,2,6,4,2,2,3,4,4,5,6,3,3,2,3,2,3,4,3,5,3,3,2,3,4,6,3,3,2,3,3,4,5,3,4,6,2,3,1,27,5,,3,3,3,3,9,,3,1,1,5,4,3,2,3,4,not sure,not sure,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,1,1,3,3,3,3,6,2,3,3,3,2,6,5,2,3,4,3,4,4,4,5,2,3,4,4,3,3,4,4,5,3,5,5,3,4,5,4,4,5,3,3,2,4,2,3,3,4,3,3,4,3,4,2,4,3,3,3,5,5,3,3,5,2,4,3,4,6,2,8,2,8,2,2,6,3,6,6,3,8,1,1,5,2,6,6,1,1,2,2,1,1,2,2,8,1,3,2,2,2,2,2,2,2,5,2,2,5,2,2,2,2,1,31,2,,2,7,4,3,10,spiritual but not religious,1,1,2,4,5,5,4,4,4,get information about a person's view on various topics,personal believes,2,,2,,2,,2,,1,be as honest and answer as intuitive as possible as that is probably the most honest answer I can come up with ,,,,,,,1
0,,,1,4,5,4,5,5,4,4,4,4,4,5,5,4,4,4,6,5,3,4,4,5,5,5,4,5,5,4,5,4,5,5,2,3,3,4,3,5,4,4,3,4,4,3,4,3,4,4,4,5,5,4,5,4,3,5,3,4,5,5,4,4,3,4,5,3,3,4,4,7,6,6,6,7,7,6,6,5,4,6,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,5,5,5,6,6,6,6,6,6,6,6,4,4,4,6,6,6,2,55,5,,4,4,3,1,1,,2,4,2,7,5,5,4,4,3,morality,thoughts about morality,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,1,2,4,4,6,5,5,4,5,4,4,4,6,5,5,4,3,5,5,5,2,6,4,4,4,3,4,4,2,5,5,4,4,4,5,6,5,4,4,6,2,4,3,2,2,4,3,4,2,4,3,5,2,4,3,4,4,5,4,4,2,3,4,5,5,3,5,2,1,7,1,8,1,1,8,1,8,8,2,8,6,5,5,4,6,8,4,7,8,4,3,4,8,2,7,1,6,4,2,3,5,5,3,3,2,1,2,7,5,3,1,6,2,68,5,,4,4,5,2,7,,1,1,1,2,2,1,2,4,6,explore relationship between religious beliefs and morality,see above,1,see above,2,,2,,2,,2,,,,,,,,1
0,,,1,1,1,3,2,6,6,6,4,6,2,2,3,6,6,4,4,2,4,6,6,1,6,1,1,3,3,3,2,1,6,6,6,5,6,6,6,6,6,5,6,1,6,5,6,1,3,1,6,4,6,1,6,5,6,4,3,1,5,6,6,1,4,6,6,6,3,6,3,1,9,1,9,1,1,7,1,9,9,1,9,6,4,6,6,9,9,1,6,6,1,1,1,6,1,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,30,5,,4,3,3,2,8,,1,1,1,7,1,1,1,1,7,Opinions based on religious belief,Religious thoughts ,1,Thoughts of justice vs religious thoughts,2,,2,,2,,2,,,,,,,,1
0,,,1,1,4,1,3,6,6,6,6,1,5,2,1,6,6,2,6,6,1,4,2,5,6,6,1,3,5,1,2,4,6,6,6,6,6,2,6,6,6,6,5,2,1,1,6,1,1,6,6,4,3,6,1,3,1,6,6,1,6,6,6,6,1,6,1,6,6,3,6,3,8,1,5,1,1,9,1,9,7,2,9,4,5,8,3,5,8,1,5,5,3,3,5,7,1,7,2,5,5,2,8,6,9,4,4,1,1,3,1,2,5,5,5,1,65,5,,3,3,4,3,1,,2,2,2,2,4,7,2,4,3,attitudes about religion,I can never figure this out.,1,They mostly has something to do with religion.,2,,2,,2,,2,,,,,,,,1
0,,,1,5,5,6,6,4,6,1,1,5,1,6,6,6,6,5,5,6,6,6,6,6,5,5,1,2,6,6,6,6,6,6,5,5,4,5,6,5,5,5,6,2,5,6,4,6,4,4,5,5,5,4,5,3,1,5,5,5,4,5,4,5,4,4,5,5,5,5,5,8,7,8,7,7,8,8,6,3,3,8,1,7,8,9,8,7,8,8,9,7,8,8,7,7,6,7,7,6,9,8,5,8,8,5,8,8,5,6,9,8,7,8,8,1,45,2,,3,4,4,1,4,,3,5,3,8,2,2,2,2,4,religious beliefs,my belief in existance of god,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,5,4,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,5,5,5,2,2,2,5,2,5,4,4,4,4,4,5,4,4,5,4,6,6,6,7,7,7,7,7,7,7,7,7,4,4,6,6,4,5,5,4,7,7,6,6,6,7,6,6,6,7,7,6,7,8,7,8,7,7,7,8,7,8,7,7,2,35,5,,4,5,4,1,9,,5,6,1,1,2,2,2,2,6,Individual psychology,Individual psychology,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,2,3,4,3,6,3,5,4,4,3,3,4,6,5,4,4,4,5,4,6,6,6,6,3,4,4,3,5,4,6,5,4,3,3,3,6,5,3,3,6,3,4,3,4,1,2,4,6,6,5,1,6,3,3,6,3,4,6,5,5,4,5,6,1,3,4,4,4,1,9,5,9,1,1,1,1,5,5,5,9,2,1,1,1,1,9,1,1,1,1,1,1,5,1,9,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,32,1,,3,4,3,3,9,,1,2,1,2,2,2,2,2,6,My view on religion,Religion,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,2,3,5,5,3,5,5,4,5,5,4,4,5,5,4,3,5,3,5,6,2,5,4,3,2,3,4,5,2,6,3,4,4,5,4,5,5,5,5,5,2,5,4,3,2,2,3,4,5,4,2,4,5,4,5,3,5,6,5,6,4,4,3,5,5,5,4,3,4,7,3,5,2,1,7,5,6,5,4,6,5,6,6,5,5,6,6,5,6,7,6,6,8,3,8,2,3,4,7,5,3,5,6,4,4,3,3,5,5,4,6,4,2,28,5,,3,3,3,3,1,Lutheran,3,3,2,3,1,1,1,1,7,Perceptions of religion,Perceptions of religion,2,,2,,1,On some one word didn't fit at all,2,,2,,,,,,,,1
0,,,1,4,1,5,3,5,5,4,2,4,3,2,2,5,5,4,3,2,2,4,5,2,3,2,2,5,5,2,4,2,6,4,4,4,5,4,5,4,4,3,6,2,5,2,4,4,2,2,5,3,4,2,5,2,2,5,2,1,4,5,5,2,4,3,5,6,2,6,2,1,5,1,9,1,1,8,3,9,9,1,8,7,9,8,2,9,2,1,8,9,7,1,8,6,1,9,1,7,6,1,6,6,1,1,1,1,6,1,8,6,5,2,6,1,25,5,,4,3,5,3,1,,1,1,2,5,5,6,2,4,5,"Honestly after the questions regarding religion I can't even remember what the first questions were about. Probably grading morality vs religious morality and religiosity. Oh the words and phrases. No idea...

Perhaps also religiosity and multi-cultural views gained from phrase combinations given in the beginning. ",,1,Its more of a hunch. ,2,,2,,1,After asking all these questions I have a suspicion that the phrases are biblical and particular phrases sound more correct to someone who has been read scripture in their life. ,1,Try not to fall asleep while taking them. ,,,,,,,1
0,,,1,3,2,5,3,4,4,4,5,3,4,3,3,4,4,4,3,4,4,5,5,2,5,5,3,4,1,4,3,4,4,4,4,5,5,5,6,6,4,2,6,1,6,3,5,3,3,3,5,4,3,4,4,4,4,4,3,4,5,5,4,4,4,5,4,3,4,5,4,2,5,5,5,2,2,4,2,5,6,2,5,2,6,2,2,3,6,2,2,7,6,2,2,7,3,6,2,5,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,23,5,,3,3,4,3,9,,1,2,2,3,4,4,4,4,4,Religion,society and religion,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,1,1,1,1,6,6,6,2,6,6,1,3,6,6,6,4,4,6,6,6,1,6,6,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,3,3,3,3,2,6,5,3,3,6,3,4,5,6,1,5,6,6,3,5,6,5,5,5,5,3,1,9,1,9,6,1,9,1,9,9,4,9,1,9,9,9,9,6,1,5,8,8,9,9,9,1,9,1,5,1,1,1,1,1,1,1,1,1,1,9,5,1,1,2,1,27,5,,4,4,3,3,9,,1,1,1,5,1,1,1,1,7,beliefs about morality,the connection  between morality and religion,2,n/a,2,n/a,2,n/a,2,n/a,2,n/a,,,,,,,1
0,,,1,1,1,3,1,6,6,6,1,6,1,1,1,6,6,1,1,1,6,6,6,1,6,1,3,1,1,6,1,1,6,1,6,2,5,6,6,6,4,1,6,1,5,5,1,1,6,1,1,1,6,1,6,1,6,1,6,6,1,6,2,1,5,4,6,6,1,6,1,1,9,1,9,1,1,9,1,9,9,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,62,5,,4,3,3,2,8,,,1,1,1,1,1,1,1,7,dont know,dont know,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,4,2,2,1,2,1,1,2,1,3,1,1,3,1,1,5,1,1,1,3,2,2,3,3,2,6,1,4,2,2,2,5,2,1,6,4,1,6,2,2,1,1,2,3,1,1,1,3,3,1,2,1,1,5,2,2,1,1,4,4,6,1,1,2,1,1,1,3,1,2,3,1,1,1,2,3,2,1,1,2,2,2,3,1,2,1,2,3,2,2,9,3,1,2,2,2,1,2,9,1,2,2,1,1,1,2,2,3,1,9,2,2,1,35,5,,4,3,4,2,9,,2,1,3,9,2,2,2,1,7,NOT SURE,NOT SURE,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,2,4,3,3,3,4,4,5,5,4,2,3,3,3,4,5,4,5,4,5,4,4,4,4,3,4,4,5,4,4,4,4,4,3,3,4,5,4,4,4,4,5,4,4,2,5,3,4,5,4,4,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4,4,3,6,5,6,6,6,7,7,7,6,7,7,6,6,4,6,6,6,8,6,6,6,7,6,6,5,4,7,4,5,4,6,6,5,5,5,4,4,3,4,4,3,4,4,6,2,43,5,,4,4,3,1,2,,3,2,1,5,4,4,4,4,4,not sure,"not sure

Thank you",2,,2,,2,,2,,2,,,,,,,,1
0,,,1,1,1,1,1,6,5,6,1,4,1,1,1,6,6,5,1,1,1,6,6,4,6,4,1,1,5,1,6,1,6,6,4,5,6,5,5,6,5,3,5,2,6,1,6,1,1,4,6,5,1,6,2,5,1,6,3,1,6,5,6,4,1,6,1,4,6,3,6,1,8,1,9,7,1,9,1,8,9,1,9,8,8,9,1,9,9,1,8,2,1,1,6,6,8,7,9,7,8,8,8,1,8,3,1,8,1,7,1,1,7,8,8,2,56,5,,3,5,4,1,2,,4,5,4,8,7,7,7,7,1,To see what people attitudes are towards life and religion.,To study people's perspectives on various things.,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,4,2,3,5,4,2,4,6,4,3,2,5,4,2,5,4,2,5,4,4,2,5,4,3,2,4,6,3,2,4,6,3,2,4,5,4,3,5,6,3,2,6,5,4,3,5,5,4,4,5,2,4,5,3,4,3,5,6,4,2,5,6,4,4,3,5,3,4,9,8,6,4,3,8,7,5,5,4,7,6,5,8,3,4,4,3,7,6,5,4,8,4,6,4,7,2,6,7,8,7,6,3,7,4,9,6,4,7,6,9,4,5,2,22,2,,3,2,3,2,9,,3,2,3,1,5,3,3,5,3,no idea,na,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,2,5,5,3,6,6,5,5,5,5,6,3,6,6,2,5,2,6,6,6,3,6,5,5,5,5,3,5,2,5,6,3,3,5,5,5,5,5,3,5,3,3,5,6,1,4,2,5,5,2,4,5,5,3,5,3,2,5,5,5,6,1,5,2,5,4,5,5,5,4,5,6,4,7,7,4,4,5,4,4,6,4,4,5,4,6,5,5,4,4,5,6,2,6,5,5,4,6,8,8,4,6,4,4,8,6,8,4,4,8,8,4,2,36,5,,3,7,5,1,1,,5,6,3,7,4,4,4,4,4,not sure,not sure,1,religion and belief,2,,2,,2,,2,,,,,,,,1
0,,,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,5,6,6,6,6,4,6,4,5,6,6,6,6,6,1,6,2,1,1,1,3,6,4,3,4,4,4,3,5,1,1,6,4,5,4,3,4,3,5,6,4,6,1,9,1,9,1,1,9,1,9,9,1,9,1,1,1,1,1,9,1,1,1,1,1,1,9,1,9,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,44,5,,3,5,3,3,9,,1,1,1,1,7,7,7,4,1,I don't know.,I don't know.,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,2,6,6,5,5,5,5,5,5,6,6,5,6,6,5,6,6,6,6,4,6,6,6,3,3,3,2,6,6,6,5,5,5,5,6,5,6,5,4,5,2,6,6,1,1,2,1,6,2,5,2,5,1,5,5,5,1,2,5,2,5,1,4,1,5,5,4,5,9,1,9,1,9,8,1,8,1,1,9,1,4,1,8,4,1,9,8,1,1,1,1,1,1,9,1,9,4,1,9,9,9,9,1,1,9,9,9,1,1,9,9,9,2,41,1,,4,3,2,1,2,,5,6,5,9,2,2,2,2,6,Ones beliefs.,"How we live our lives, and our beliefs",2,,2,,2,,2,,2,,,,,,,,1
0,,,1,1,4,4,4,6,6,4,4,6,6,3,3,6,4,5,6,6,3,5,4,6,5,6,4,2,4,2,5,5,6,4,5,4,5,5,5,6,4,4,6,3,5,2,4,1,1,3,4,5,4,2,4,5,4,5,2,5,6,4,5,4,5,4,4,6,6,4,4,9,6,4,3,4,7,8,3,7,4,8,7,5,3,4,2,4,7,6,4,3,5,1,2,5,4,7,8,4,3,8,6,4,9,1,3,9,8,6,2,3,8,9,9,2,36,5,,3,6,5,1,2,,3,4,5,5,6,6,6,6,2,I think the purpose of the experiment was for investigators to study how participants feel about religion in society.,I think you were studying feelings about religion.,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,8,7,8,7,8,7,8,7,8,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,6,1,32,4,,3,5,4,1,4,,4,3,2,8,6,6,6,6,2,Memory tesy,Survey,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,5,3,5,2,4,5,5,4,5,4,5,2,5,5,4,5,4,6,6,6,6,6,6,4,3,2,5,6,4,6,5,5,4,5,5,5,4,5,4,6,2,6,2,4,1,1,1,5,5,5,1,5,4,5,5,1,5,5,6,3,5,5,5,4,5,4,5,3,6,1,9,1,8,9,1,9,1,1,9,1,1,1,1,1,1,9,7,9,1,1,1,1,1,9,2,9,9,9,9,9,9,9,1,6,9,9,9,1,1,9,9,9,1,35,3,,4,2,3,1,1,Baptist,3,6,5,9,2,2,3,6,2,How people of different levels of religious practice make decisions.,How religion can influence peoples political and sociological viewpoints.,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,5,4,2,3,1,4,6,2,4,3,2,5,3,4,6,2,4,3,5,3,3,5,3,4,3,4,2,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,3,4,5,3,4,4,5,5,4,,,,,,,,,,,,,8,4,3,6,4,2,5,6,4,2,5,3,6,6,5,4,6,4,6,4,1,20,5,,3,,4,1,2,,5,5,5,9,1,1,1,1,7,Religion is very trustworthy and should rely on those who believe in it most.,Uttermost patience with the human soul and mind.,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,6,4,4,5,3,4,4,4,5,4,5,4,4,5,5,6,3,5,6,6,6,6,5,4,5,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,8,9,1,9,1,1,9,1,,,,,,,,,,,,,1,9,1,9,1,8,1,1,1,9,1,1,9,9,4,1,1,9,9,1,2,47,5,,3,,4,1,1,,5,6,5,9,7,7,7,7,1,How you view religion.,Religious beliefs and political party affiliation.,2,,2,,1,A lot of the sentences related to religion and church.,2,,2,,,,,,,,1
0,,,1,,2,2,3,2,3,4,3,3,4,4,2,4,2,2,5,3,4,4,3,3,5,2,4,2,6,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,4,6,5,3,6,6,4,5,4,4,,,,,,,,,,,,,5,3,6,5,5,7,4,6,4,4,4,5,4,5,6,4,6,6,4,6,1,24,5,,3,,4,1,1,,2,2,2,3,4,5,4,4,4,Unsure,perceptions,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,2,3,2,6,6,6,1,6,1,2,2,6,6,4,2,1,2,5,6,2,6,2,2,2,3,4,3,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,9,1,1,8,1,9,9,1,9,,,,,,,,,,,,,4,3,9,1,4,6,3,2,4,2,3,6,7,1,5,1,5,2,3,2,1,40,5,,4,,4,3,5,,3,1,2,3,4,4,1,2,6,I don't know ,Not sure,2,,2,,1,"Female gendered clergy popped up now and then, if I recall ",1,They were religious,2,,,,,,,,1
0,,,1,,6,6,4,6,5,4,5,5,6,4,5,5,5,5,5,6,6,5,6,6,5,6,3,6,4,3,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,9,8,1,8,1,1,9,1,,,,,,,,,,,,,2,8,2,5,4,7,8,6,1,5,1,1,9,8,8,8,4,8,8,7,2,41,5,,3,,4,1,2,,4,6,3,7,4,5,5,5,3,to see how religious beliefs vary,varying religious beliefs among different demographics ,1,They were all about religion and beliefs ,2,,2,,2,,1,to be as honest as possible,,,,,,,1
0,,,1,,4,3,2,4,5,4,2,4,4,5,5,4,4,4,3,5,3,2,4,4,5,5,3,2,2,4,2,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,4,5,5,3,4,3,6,4,4,,,,,,,,,,,,,5,5,6,4,6,1,4,1,5,6,3,4,4,4,4,6,4,4,3,4,2,21,5,,4,,3,3,1,,3,2,3,5,2,3,3,2,6,I don't know,I don't know,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,2,5,4,2,4,4,2,4,1,2,6,2,5,4,1,4,3,3,6,5,2,5,3,4,1,2,5,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,4,2,5,3,6,4,6,3,4,,,,,,,,,,,,,2,9,4,6,5,2,8,6,9,5,2,4,8,2,2,8,3,5,2,2,1,24,5,,2,,3,2,8,,3,2,2,3,2,6,4,4,3,,,2,,2,,2,,2,,2,,,,,,,,1
0,,,0,,5,4,4,5,5,4,4,5,4,5,4,5,4,5,4,5,2,4,2,5,5,3,4,2,5,2,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,2,8,8,8,8,2,2,8,2,,,,,,,,,,,,,2,7,2,8,2,6,7,5,6,7,2,3,7,4,3,3,3,7,7,7,2,60,5,,2,,3,1,2,,3,5,5,7,6,5,6,5,3,Our religious feelings,Religion,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,2,4,4,5,5,6,4,5,4,2,3,6,5,4,3,2,4,5,4,1,6,4,3,1,1,3,4,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,9,2,1,9,1,9,8,2,8,,,,,,,,,,,,,9,3,7,1,2,6,2,6,4,8,6,2,2,1,4,6,7,1,3,2,2,22,5,,3,,3,2,9,,,1,1,3,2,5,1,1,6,To see how our religious beliefs affect our morality and perceptions. ,Connection between religious beliefs and morality. ,1,Questions about morality and good vs bad were related to our religious beliefs. ,2,,2,,2,,2,,,,,,,,1
0,,,1,,1,6,6,6,5,6,6,6,5,5,5,5,5,5,5,5,6,6,6,2,5,5,6,6,3,5,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,2,,3,,4,2,9,,3,1,1,1,1,1,1,1,5,I am not sure.,I am not sure.,2,N/A,2,N/A,2,N/A,2,N/A,2,N/A,,,,,,,1
0,,,1,,6,1,1,6,6,6,6,1,6,6,6,1,1,1,6,6,1,1,4,6,1,6,1,6,6,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,1,9,1,9,1,1,9,1,,,,,,,,,,,,,1,9,1,9,1,9,9,9,9,9,1,1,9,9,9,1,1,9,9,9,2,36,5,,3,,4,1,1,,5,6,6,9,7,7,7,7,1,religion ,religious beliefs,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,4,4,4,5,5,5,4,5,4,4,4,5,5,5,3,3,3,6,6,4,6,4,2,4,4,6,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,7,2,4,7,3,3,5,4,7,,,,,,,,,,,,,5,7,7,3,4,6,5,5,3,7,4,3,5,4,5,3,7,6,6,6,1,53,5,,4,,4,1,1,,3,5,1,6,3,3,3,4,5,getting our religious/spiritual views,same as above,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,2,2,2,6,5,5,5,2,5,4,2,5,5,5,4,5,4,6,4,5,5,2,2,5,4,1,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,8,6,2,8,1,4,9,5,9,,,,,,,,,,,,,6,6,6,6,2,5,5,8,4,9,8,2,6,2,3,7,3,6,3,4,1,40,5,,3,,4,1,2,,2,4,4,6,4,4,3,4,4,Studying faith and confidence in it?,The strength of the religious individuals convictions?,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,6,4,4,6,5,4,6,6,6,6,5,6,5,6,6,6,5,6,5,6,6,5,3,6,6,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,9,9,1,5,1,1,9,9,,,,,,,,,,,,,1,9,1,9,5,1,9,5,1,9,1,1,9,9,9,1,1,9,5,8,1,45,5,,4,,2,1,1,,5,6,5,9,7,7,7,7,1,Not sure,Perceptions of religious choices,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,5,3,3,4,5,5,3,3,4,5,5,3,3,2,3,4,5,5,4,3,3,4,5,5,4,3,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,7,8,4,4,6,8,3,4,6,,,,,,,,,,,,,7,4,4,6,6,5,7,8,5,6,4,4,6,8,7,5,4,4,6,7,2,37,5,,3,,3,1,2,,3,2,2,5,6,4,5,5,4,opinions,unsure,2,,2,,2,,2,,2,,,,,,,,1
0,,,1,,1,1,1,3,1,6,1,3,1,1,1,6,6,1,1,1,1,3,3,2,6,1,1,2,2,1,2,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,9,1,1,9,1,9,9,1,9,,,,,,,,,,,,,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,2,,3,,4,2,8,,1,1,1,1,2,2,1,1,6,perceptions of mythical deities ,how much religion has diluted intelligence ,2,N/A,2,N/A,2,N/A,1,related to religion,2,N/A,,,,,,,1
0,,,1,,1,2,1,6,6,5,1,5,1,2,2,6,6,4,1,1,2,5,6,4,5,4,2,1,2,5,2,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,9,1,1,7,1,8,9,1,9,,,,,,,,,,,,,1,1,9,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,44,5,,5,,5,2,8,,1,1,1,1,1,1,1,1,7,Views on religion,Views on religion,1,Tying religious beliefs to morality,2,,2,,2,,2,,,,,,,,1
