cond,a_tot,i_tot,c_tot,mfqA1,mfqA2,mfqA3,mfqA4,mfqA5,mfqA6,mfqA7,mfqA8,mfqA9,mfqA10,mfqA11,mfqA12,mfqA13,mfqA14,mfqA15,mfqA16,mfqA17,mfqA18,mfqA19,mfqA20,mfqA21,mfqA22,mfqA23,mfqA24,mfqA25,mfqA26,mfqA27,mfqA28,mfqA29,mfqA30,mfqA31,mfqB1,mfqB2,mfqB3,mfqB4,mfqB5,mfqB6,mfqB7,mfqB8,mfqB9,mfqB10,mfqB11,mfqB12,mfqB13,mfqB14,mfqB15,mfqB16,mfqB17,mfqB18,mfqB19,mfqB20,mfqB21,mfqB22,mfqB23,mfqB24,mfqB25,mfqB26,mfqB27,mfqB28,mfqB29,mfqB30,mfqB31,mfqB32,mfqB33,mfqB34,mfqB35,mfqB36,mfqB37,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,rf12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,ie1,ie2,ie3,ie4,ie5,ie6,ie7,ie8,ie9,ie10,ie11,ie12,ie13,ie14,ie15,ie16,ie17,ie18,ie19,ie20,sex,age,race,race_text,ses,income,edu,big,relaff,relaff_text,if_rel,pray,relserv,relint,for_policy,eco_policy,soc_policy,rel_policy,polaff,purpose,purpose_check,Study for how life is associated to God,study_check,task_related,tr_explain,task_affect,ta_explain,sut_susp,ss_explain,sut_theme,st_explain,goal,goal_explain,random,random,LocationLatitude,LocationLongitude,India,other,us,sf
2,,1,,5,3,3,3,3,3,2,2,3,2,2,2,3,2,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,2,4,4,2,2,2,3,3,3,3,4,4,4,4,4,2,2,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,3,3,4,4,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,35,2,,3,3,5,1,4,,4,6,6,9,2,2,2,2,6,attitudes study ,0,no,1,2,,2,,2,,2,,2,,,,,,,,,0
2,,1,,1,5,4,2,5,5,4,4,5,5,4,4,5,4,4,3,5,3,4,4,5,4,4,3,3,4,2,4,5,6,4,2,4,5,4,5,5,5,5,4,5,4,1,5,2,2,4,6,4,5,6,1,3,2,6,6,1,4,5,6,4,1,5,1,6,5,5,6,7,2,7,2,9,8,2,4,1,1,9,2,9,9,9,2,5,8,6,8,3,7,1,2,6,5,4,7,4,2,7,6,1,6,4,1,9,7,8,2,3,4,4,1,2,38,5,,4,5,4,1,1,,5,6,5,7,5,6,4,6,3,Not sure,0,Beliefs and religion,0,1,Not sure but they always are.,2,,1,Most had religious meaning,1,They had religious meaning.,2,,,,,,,,,0
2,,1,,1,6,3,5,6,6,5,4,5,6,5,5,5,6,5,6,6,5,5,4,5,5,4,4,3,5,1,5,6,6,5,4,5,3,4,5,6,5,4,6,1,4,2,4,2,2,3,3,4,3,3,4,5,3,5,3,4,5,3,5,4,4,3,4,5,5,4,4,8,1,8,1,6,6,4,9,1,2,4,4,4,6,8,4,6,8,1,7,6,7,4,4,1,7,2,2,2,2,3,6,4,6,1,2,8,9,8,3,6,8,8,6,2,54,2,,3,5,4,1,1,,4,6,5,9,5,6,7,6,2,Finding relationship between a person's worldview and social issues.,0,Finding relationship between a person's worldview and social issues.,0,1,How religious beliefs or nonethereof  affect a person's view of the society. ,2,,2,,2,,2,,,,,,,,,0
2,,1,,5,3,5,4,3,5,4,3,3,3,5,5,3,5,5,4,3,5,4,3,5,4,4,4,3,4,3,4,2,4,3,4,3,5,5,3,4,5,4,4,3,5,4,3,2,4,4,3,4,3,5,4,3,3,5,5,2,4,4,3,5,5,3,4,3,5,4,4,5,8,6,6,5,6,3,3,8,4,7,6,5,5,4,7,7,2,6,6,5,4,7,7,6,4,8,4,7,4,5,8,7,5,5,3,5,4,6,6,3,7,3,4,1,30,5,,3,5,4,1,1,,4,4,4,7,2,2,2,2,6,It is about our view ,0,Nope ,1,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,6,5,5,5,4,5,5,5,5,6,6,6,5,4,6,5,5,4,4,5,5,5,6,5,4,5,5,4,5,6,4,5,5,5,5,5,4,5,4,3,4,4,3,4,3,3,4,5,2,3,4,2,5,4,2,4,4,5,4,4,3,4,5,2,4,3,4,7,3,7,8,7,6,5,7,7,6,8,2,7,2,5,2,3,2,6,7,7,6,6,4,6,7,3,5,6,7,6,7,5,6,2,5,5,7,6,3,6,8,7,6,2,27,3,,3,4,4,1,1,,4,5,5,7,4,4,4,4,4,unsure,0,unsure,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,5,2,6,4,5,3,5,3,6,5,3,5,3,5,2,5,2,5,2,4,3,3,2,4,3,4,3,5,2,5,3,4,2,5,4,5,2,6,4,6,2,6,5,5,3,5,5,4,5,3,5,3,5,5,3,6,2,4,5,3,5,5,4,4,3,4,4,4,5,3,2,3,6,2,4,4,2,6,3,2,6,3,3,7,3,4,5,2,2,5,3,3,5,3,2,3,3,3,2,4,2,3,5,2,3,2,5,2,2,3,3,3,1,30,3,,1,5,5,2,2,,4,2,3,6,6,2,7,4,2,belief systems,0,beleifs and my opinion,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,5,6,5,6,5,6,5,6,6,5,6,6,5,6,6,5,6,5,6,5,6,5,6,5,5,5,6,5,6,5,6,5,6,5,6,5,5,5,6,5,6,5,2,5,6,5,6,6,5,6,5,6,6,5,6,5,6,6,5,6,5,5,6,5,6,5,6,5,8,8,9,8,9,8,9,8,8,8,3,2,8,8,9,9,8,8,8,9,8,8,8,9,8,8,9,8,8,9,8,8,8,9,7,8,9,8,8,8,9,8,7,8,1,32,5,,3,5,4,1,2,,4,2,3,7,6,7,7,6,2,Good one,1,Good experiment,1,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,2,2,6,6,6,2,6,4,1,1,6,6,5,4,4,1,6,6,1,6,4,2,1,2,4,2,1,6,6,3,4,2,6,6,6,5,2,6,1,6,6,2,6,1,1,6,1,6,1,6,1,6,6,5,4,4,6,5,1,6,6,6,6,1,6,1,1,9,1,9,1,1,9,1,9,9,1,9,6,4,9,6,4,4,1,9,9,4,4,4,1,1,9,1,6,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,54,5,,4,3,4,3,9,,1,2,1,1,1,4,1,1,7,I don't know,0,I don't know,0,2,N/A,2,n/a,2,n/a,2,,2,,,,,,,,,0
0,,,1,1,1,3,2,4,4,6,2,5,3,3,3,6,6,5,3,2,3,4,4,4,6,4,3,4,3,4,4,1,6,6,5,4,5,4,6,6,5,5,6,1,6,2,4,4,5,2,3,4,4,1,5,1,5,5,5,3,5,6,5,3,3,5,3,5,4,6,4,1,9,1,9,1,1,9,1,9,9,1,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,57,3,,5,1,3,2,8,,1,1,1,3,4,2,1,1,7,?,0,?,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,2,3,4,4,5,2,4,2,2,2,5,5,2,2,2,5,4,3,4,5,3,3,1,4,1,5,1,6,5,3,4,1,5,5,4,5,2,5,1,5,1,2,1,2,2,3,1,4,1,4,1,1,5,5,5,5,2,5,2,2,6,5,6,2,5,2,2,8,5,5,2,1,8,1,5,6,2,8,6,4,6,4,6,5,3,3,6,5,3,7,5,7,6,2,5,3,4,6,6,3,6,4,5,6,5,4,5,4,4,4,1,55,5,,3,5,5,1,1,,2,2,2,5,2,2,3,2,5,I have no idea.,0,I have no idea.,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,4,5,6,5,4,5,6,4,5,4,5,4,6,5,6,3,4,6,4,5,5,6,5,3,4,4,5,5,4,5,5,5,5,4,3,5,4,5,4,5,4,5,6,5,4,5,4,6,5,5,6,5,5,2,4,5,5,3,5,4,5,5,5,6,5,5,5,4,8,7,8,8,9,8,8,9,8,7,8,9,7,7,8,7,8,7,8,9,6,5,5,6,7,7,9,8,7,8,8,9,8,9,8,8,7,7,8,7,8,7,7,7,2,44,2,,4,5,4,1,2,,3,3,4,7,5,4,4,5,3,Religions and Beliefs,0,Our perspectives,0,1,Because it involves God.,2,,2,,2,,2,,,,,,,,,0
0,,,1,2,1,3,3,5,6,6,3,4,3,3,3,6,6,4,4,4,5,6,6,2,6,5,2,3,4,6,3,3,6,6,5,3,4,5,5,5,4,4,6,1,6,6,3,2,5,1,3,4,6,1,6,2,5,3,4,3,3,6,6,1,5,5,6,6,2,6,4,1,9,1,9,1,1,9,1,9,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,56,5,,5,2,4,2,8,,1,1,1,1,2,1,1,2,7,To see how people judge beliefs about right and wrong,0,How people think about moral consequences,0,1,There is always some thread of similarity between these types of questions,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,6,4,6,5,4,4,6,6,1,5,6,5,6,5,6,5,6,6,4,6,6,3,6,5,1,6,4,6,6,1,1,4,4,6,6,3,6,6,1,6,4,1,1,2,1,2,1,5,2,5,1,5,6,6,1,5,6,6,1,1,6,1,6,3,6,6,1,1,1,1,1,,1,1,9,9,1,9,9,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,5,,3,5,3,2,5,,1,1,1,5,4,3,1,1,6,Religious and moral beliefs of people,0,Religious and moral beliefs,0,2,,2,,2,,2,,1,honesty,,,,,,,,0
0,,,1,4,2,5,4,3,5,4,2,3,5,3,4,2,3,4,4,2,4,4,3,4,5,3,3,4,2,5,4,2,3,2,4,2,4,3,4,5,3,4,3,2,4,4,4,2,3,4,3,4,2,4,5,3,4,5,3,2,4,5,3,4,5,5,3,5,4,2,4,3,3,2,3,5,2,4,2,6,4,2,2,3,4,4,5,6,3,3,2,3,2,3,4,3,5,3,3,2,3,4,6,3,3,2,3,3,4,5,3,4,6,2,3,1,27,5,,3,3,3,3,9,,3,1,1,5,4,3,2,3,4,not sure,0,not sure,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,3,3,3,3,6,2,3,3,3,2,6,5,2,3,4,3,4,4,4,5,2,3,4,4,3,3,4,4,5,3,5,5,3,4,5,4,4,5,3,3,2,4,2,3,3,4,3,3,4,3,4,2,4,3,3,3,5,5,3,3,5,2,4,3,4,6,2,8,2,8,2,2,6,3,6,6,3,8,1,1,5,2,6,6,1,1,2,2,1,1,2,2,8,1,3,2,2,2,2,2,2,2,5,2,2,5,2,2,2,2,1,31,2,,2,7,4,3,10,spiritual but not religious,1,1,2,4,5,5,4,4,4,get information about a person's view on various topics,0,personal believes,0,2,,2,,2,,2,,1,be as honest and answer as intuitive as possible as that is probably the most honest answer I can come up with ,,,,,,,,0
0,,,1,4,5,4,5,5,4,4,4,4,4,5,5,4,4,4,6,5,3,4,4,5,5,5,4,5,5,4,5,4,5,5,2,3,3,4,3,5,4,4,3,4,4,3,4,3,4,4,4,5,5,4,5,4,3,5,3,4,5,5,4,4,3,4,5,3,3,4,4,7,6,6,6,7,7,6,6,5,4,6,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,5,5,5,6,6,6,6,6,6,6,6,4,4,4,6,6,6,2,55,5,,4,4,3,1,1,,2,4,2,7,5,5,4,4,3,morality,0,thoughts about morality,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,2,4,4,6,5,5,4,5,4,4,4,6,5,5,4,3,5,5,5,2,6,4,4,4,3,4,4,2,5,5,4,4,4,5,6,5,4,4,6,2,4,3,2,2,4,3,4,2,4,3,5,2,4,3,4,4,5,4,4,2,3,4,5,5,3,5,2,1,7,1,8,1,1,8,1,8,8,2,8,6,5,5,4,6,8,4,7,8,4,3,4,8,2,7,1,6,4,2,3,5,5,3,3,2,1,2,7,5,3,1,6,2,68,5,,4,4,5,2,7,,1,1,1,2,2,1,2,4,6,explore relationship between religious beliefs and morality,0,see above,0,1,see above,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,3,2,6,6,6,4,6,2,2,3,6,6,4,4,2,4,6,6,1,6,1,1,3,3,3,2,1,6,6,6,5,6,6,6,6,6,5,6,1,6,5,6,1,3,1,6,4,6,1,6,5,6,4,3,1,5,6,6,1,4,6,6,6,3,6,3,1,9,1,9,1,1,7,1,9,9,1,9,6,4,6,6,9,9,1,6,6,1,1,1,6,1,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,30,5,,4,3,3,2,8,,1,1,1,7,1,1,1,1,7,Opinions based on religious belief,0,Religious thoughts ,0,1,Thoughts of justice vs religious thoughts,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,4,1,3,6,6,6,6,1,5,2,1,6,6,2,6,6,1,4,2,5,6,6,1,3,5,1,2,4,6,6,6,6,6,2,6,6,6,6,5,2,1,1,6,1,1,6,6,4,3,6,1,3,1,6,6,1,6,6,6,6,1,6,1,6,6,3,6,3,8,1,5,1,1,9,1,9,7,2,9,4,5,8,3,5,8,1,5,5,3,3,5,7,1,7,2,5,5,2,8,6,9,4,4,1,1,3,1,2,5,5,5,1,65,5,,3,3,4,3,1,,2,2,2,2,4,7,2,4,3,attitudes about religion,0,I can never figure this out.,0,1,They mostly has something to do with religion.,2,,2,,2,,2,,,,,,,,,0
0,,,1,5,5,6,6,4,6,1,1,5,1,6,6,6,6,5,5,6,6,6,6,6,5,5,1,2,6,6,6,6,6,6,5,5,4,5,6,5,5,5,6,2,5,6,4,6,4,4,5,5,5,4,5,3,1,5,5,5,4,5,4,5,4,4,5,5,5,5,5,8,7,8,7,7,8,8,6,3,3,8,1,7,8,9,8,7,8,8,9,7,8,8,7,7,6,7,7,6,9,8,5,8,8,5,8,8,5,6,9,8,7,8,8,1,45,2,,3,4,4,1,4,,3,5,3,8,2,2,2,2,4,religious beliefs,0,my belief in existance of god,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,5,4,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,5,5,5,2,2,2,5,2,5,4,4,4,4,4,5,4,4,5,4,6,6,6,7,7,7,7,7,7,7,7,7,4,4,6,6,4,5,5,4,7,7,6,6,6,7,6,6,6,7,7,6,7,8,7,8,7,7,7,8,7,8,7,7,2,35,5,,4,5,4,1,9,,5,6,1,1,2,2,2,2,6,Individual psychology,0,Individual psychology,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,2,3,4,3,6,3,5,4,4,3,3,4,6,5,4,4,4,5,4,6,6,6,6,3,4,4,3,5,4,6,5,4,3,3,3,6,5,3,3,6,3,4,3,4,1,2,4,6,6,5,1,6,3,3,6,3,4,6,5,5,4,5,6,1,3,4,4,4,1,9,5,9,1,1,1,1,5,5,5,9,2,1,1,1,1,9,1,1,1,1,1,1,5,1,9,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,32,1,,3,4,3,3,9,,1,2,1,2,2,2,2,2,6,My view on religion,0,Religion,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,2,3,5,5,3,5,5,4,5,5,4,4,5,5,4,3,5,3,5,6,2,5,4,3,2,3,4,5,2,6,3,4,4,5,4,5,5,5,5,5,2,5,4,3,2,2,3,4,5,4,2,4,5,4,5,3,5,6,5,6,4,4,3,5,5,5,4,3,4,7,3,5,2,1,7,5,6,5,4,6,5,6,6,5,5,6,6,5,6,7,6,6,8,3,8,2,3,4,7,5,3,5,6,4,4,3,3,5,5,4,6,4,2,28,5,,3,3,3,3,1,Lutheran,3,3,2,3,1,1,1,1,7,Perceptions of religion,0,Perceptions of religion,0,2,,2,,1,On some one word didn't fit at all,2,,2,,,,,,,,,0
0,,,1,4,1,5,3,5,5,4,2,4,3,2,2,5,5,4,3,2,2,4,5,2,3,2,2,5,5,2,4,2,6,4,4,4,5,4,5,4,4,3,6,2,5,2,4,4,2,2,5,3,4,2,5,2,2,5,2,1,4,5,5,2,4,3,5,6,2,6,2,1,5,1,9,1,1,8,3,9,9,1,8,7,9,8,2,9,2,1,8,9,7,1,8,6,1,9,1,7,6,1,6,6,1,1,1,1,6,1,8,6,5,2,6,1,25,5,,4,3,5,3,1,,1,1,2,5,5,6,2,4,5,"Honestly after the questions regarding religion I can't even remember what the first questions were about. Probably grading morality vs religious morality and religiosity. Oh the words and phrases. No idea...

Perhaps also religiosity and multi-cultural views gained from phrase combinations given in the beginning. ",0,,0,1,Its more of a hunch. ,2,,2,,1,After asking all these questions I have a suspicion that the phrases are biblical and particular phrases sound more correct to someone who has been read scripture in their life. ,1,Try not to fall asleep while taking them. ,,,,,,,,0
0,,,1,3,2,5,3,4,4,4,5,3,4,3,3,4,4,4,3,4,4,5,5,2,5,5,3,4,1,4,3,4,4,4,4,5,5,5,6,6,4,2,6,1,6,3,5,3,3,3,5,4,3,4,4,4,4,4,3,4,5,5,4,4,4,5,4,3,4,5,4,2,5,5,5,2,2,4,2,5,6,2,5,2,6,2,2,3,6,2,2,7,6,2,2,7,3,6,2,5,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,23,5,,3,3,4,3,9,,1,2,2,3,4,4,4,4,4,Religion,0,society and religion,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,1,1,6,6,6,2,6,6,1,3,6,6,6,4,4,6,6,6,1,6,6,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,3,3,3,3,2,6,5,3,3,6,3,4,5,6,1,5,6,6,3,5,6,5,5,5,5,3,1,9,1,9,6,1,9,1,9,9,4,9,1,9,9,9,9,6,1,5,8,8,9,9,9,1,9,1,5,1,1,1,1,1,1,1,1,1,1,9,5,1,1,2,1,27,5,,4,4,3,3,9,,1,1,1,5,1,1,1,1,7,beliefs about morality,0,the connection  between morality and religion,0,2,n/a,2,n/a,2,n/a,2,n/a,2,n/a,,,,,,,,0
0,,,1,1,1,3,1,6,6,6,1,6,1,1,1,6,6,1,1,1,6,6,6,1,6,1,3,1,1,6,1,1,6,1,6,2,5,6,6,6,4,1,6,1,5,5,1,1,6,1,1,1,6,1,6,1,6,1,6,6,1,6,2,1,5,4,6,6,1,6,1,1,9,1,9,1,1,9,1,9,9,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,62,5,,4,3,3,2,8,,,1,1,1,1,1,1,1,7,dont know,0,dont know,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,4,2,2,1,2,1,1,2,1,3,1,1,3,1,1,5,1,1,1,3,2,2,3,3,2,6,1,4,2,2,2,5,2,1,6,4,1,6,2,2,1,1,2,3,1,1,1,3,3,1,2,1,1,5,2,2,1,1,4,4,6,1,1,2,1,1,1,3,1,2,3,1,1,1,2,3,2,1,1,2,2,2,3,1,2,1,2,3,2,2,9,3,1,2,2,2,1,2,9,1,2,2,1,1,1,2,2,3,1,9,2,2,1,35,5,,4,3,4,2,9,,2,1,3,9,2,2,2,1,7,NOT SURE,0,NOT SURE,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,2,4,3,3,3,4,4,5,5,4,2,3,3,3,4,5,4,5,4,5,4,4,4,4,3,4,4,5,4,4,4,4,4,3,3,4,5,4,4,4,4,5,4,4,2,5,3,4,5,4,4,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4,4,3,6,5,6,6,6,7,7,7,6,7,7,6,6,4,6,6,6,8,6,6,6,7,6,6,5,4,7,4,5,4,6,6,5,5,5,4,4,3,4,4,3,4,4,6,2,43,5,,4,4,3,1,2,,3,2,1,5,4,4,4,4,4,not sure,0,"not sure

Thank you",0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,1,1,1,6,5,6,1,4,1,1,1,6,6,5,1,1,1,6,6,4,6,4,1,1,5,1,6,1,6,6,4,5,6,5,5,6,5,3,5,2,6,1,6,1,1,4,6,5,1,6,2,5,1,6,3,1,6,5,6,4,1,6,1,4,6,3,6,1,8,1,9,7,1,9,1,8,9,1,9,8,8,9,1,9,9,1,8,2,1,1,6,6,8,7,9,7,8,8,8,1,8,3,1,8,1,7,1,1,7,8,8,2,56,5,,3,5,4,1,2,,4,5,4,8,7,7,7,7,1,To see what people attitudes are towards life and religion.,0,To study people's perspectives on various things.,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,4,2,3,5,4,2,4,6,4,3,2,5,4,2,5,4,2,5,4,4,2,5,4,3,2,4,6,3,2,4,6,3,2,4,5,4,3,5,6,3,2,6,5,4,3,5,5,4,4,5,2,4,5,3,4,3,5,6,4,2,5,6,4,4,3,5,3,4,9,8,6,4,3,8,7,5,5,4,7,6,5,8,3,4,4,3,7,6,5,4,8,4,6,4,7,2,6,7,8,7,6,3,7,4,9,6,4,7,6,9,4,5,2,22,2,,3,2,3,2,9,,3,2,3,1,5,3,3,5,3,no idea,0,na,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,2,5,5,3,6,6,5,5,5,5,6,3,6,6,2,5,2,6,6,6,3,6,5,5,5,5,3,5,2,5,6,3,3,5,5,5,5,5,3,5,3,3,5,6,1,4,2,5,5,2,4,5,5,3,5,3,2,5,5,5,6,1,5,2,5,4,5,5,5,4,5,6,4,7,7,4,4,5,4,4,6,4,4,5,4,6,5,5,4,4,5,6,2,6,5,5,4,6,8,8,4,6,4,4,8,6,8,4,4,8,8,4,2,36,5,,3,7,5,1,1,,5,6,3,7,4,4,4,4,4,not sure,0,not sure,0,1,religion and belief,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,5,6,6,6,6,4,6,4,5,6,6,6,6,6,1,6,2,1,1,1,3,6,4,3,4,4,4,3,5,1,1,6,4,5,4,3,4,3,5,6,4,6,1,9,1,9,1,1,9,1,9,9,1,9,1,1,1,1,1,9,1,1,1,1,1,1,9,1,9,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,44,5,,3,5,3,3,9,,1,1,1,1,7,7,7,4,1,I don't know.,0,I don't know.,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,2,6,6,5,5,5,5,5,5,6,6,5,6,6,5,6,6,6,6,4,6,6,6,3,3,3,2,6,6,6,5,5,5,5,6,5,6,5,4,5,2,6,6,1,1,2,1,6,2,5,2,5,1,5,5,5,1,2,5,2,5,1,4,1,5,5,4,5,9,1,9,1,9,8,1,8,1,1,9,1,4,1,8,4,1,9,8,1,1,1,1,1,1,9,1,9,4,1,9,9,9,9,1,1,9,9,9,1,1,9,9,9,2,41,1,,4,3,2,1,2,,5,6,5,9,2,2,2,2,6,Ones beliefs.,0,"How we live our lives, and our beliefs",0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,1,4,4,4,6,6,4,4,6,6,3,3,6,4,5,6,6,3,5,4,6,5,6,4,2,4,2,5,5,6,4,5,4,5,5,5,6,4,4,6,3,5,2,4,1,1,3,4,5,4,2,4,5,4,5,2,5,6,4,5,4,5,4,4,6,6,4,4,9,6,4,3,4,7,8,3,7,4,8,7,5,3,4,2,4,7,6,4,3,5,1,2,5,4,7,8,4,3,8,6,4,9,1,3,9,8,6,2,3,8,9,9,2,36,5,,3,6,5,1,2,,3,4,5,5,6,6,6,6,2,I think the purpose of the experiment was for investigators to study how participants feel about religion in society.,0,I think you were studying feelings about religion.,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,8,7,8,7,8,7,8,7,8,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,6,1,32,4,,3,5,4,1,4,,4,3,2,8,6,6,6,6,2,Memory tesy,0,Survey,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,5,3,5,2,4,5,5,4,5,4,5,2,5,5,4,5,4,6,6,6,6,6,6,4,3,2,5,6,4,6,5,5,4,5,5,5,4,5,4,6,2,6,2,4,1,1,1,5,5,5,1,5,4,5,5,1,5,5,6,3,5,5,5,4,5,4,5,3,6,1,9,1,8,9,1,9,1,1,9,1,1,1,1,1,1,9,7,9,1,1,1,1,1,9,2,9,9,9,9,9,9,9,1,6,9,9,9,1,1,9,9,9,1,35,3,,4,2,3,1,1,Baptist,3,6,5,9,2,2,3,6,2,How people of different levels of religious practice make decisions.,0,How religion can influence peoples political and sociological viewpoints.,0,2,,2,,2,,2,,2,,,,,,,,,0
0,,,1,,5,4,2,3,1,4,6,2,4,3,2,5,3,4,6,2,4,3,5,3,3,5,3,4,3,4,2,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,3,4,5,3,4,4,5,5,4,,,,,,,,,,,,,8,4,3,6,4,2,5,6,4,2,5,3,6,6,5,4,6,4,6,4,1,20,5,,3,,4,1,2,,5,5,5,9,1,1,1,1,7,Religion is very trustworthy and should rely on those who believe in it most.,0,Uttermost patience with the human soul and mind.,0,2,,2,,2,,2,,2,,,,,,,,,1
0,,,1,,6,4,4,5,3,4,4,4,5,4,5,4,4,5,5,6,3,5,6,6,6,6,5,4,5,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,8,9,1,9,1,1,9,1,,,,,,,,,,,,,1,9,1,9,1,8,1,1,1,9,1,1,9,9,4,1,1,9,9,1,2,47,5,,3,,4,1,1,,5,6,5,9,7,7,7,7,1,How you view religion.,0,Religious beliefs and political party affiliation.,0,2,,2,,1,A lot of the sentences related to religion and church.,2,,2,,,,,,,,,1
0,,,1,,2,2,3,2,3,4,3,3,4,4,2,4,2,2,5,3,4,4,3,3,5,2,4,2,6,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,4,6,5,3,6,6,4,5,4,4,,,,,,,,,,,,,5,3,6,5,5,7,4,6,4,4,4,5,4,5,6,4,6,6,4,6,1,24,5,,3,,4,1,1,,2,2,2,3,4,5,4,4,4,Unsure,0,perceptions,0,2,,2,,2,,2,,2,,,,,,,,,1
0,,,1,,2,3,2,6,6,6,1,6,1,2,2,6,6,4,2,1,2,5,6,2,6,2,2,2,3,4,3,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,9,1,1,8,1,9,9,1,9,,,,,,,,,,,,,4,3,9,1,4,6,3,2,4,2,3,6,7,1,5,1,5,2,3,2,1,40,5,,4,,4,3,5,,3,1,2,3,4,4,1,2,6,I don't know ,0,Not sure,0,2,,2,,1,"Female gendered clergy popped up now and then, if I recall ",1,They were religious,2,,,,,,,,,1
0,,,1,,6,6,4,6,5,4,5,5,6,4,5,5,5,5,5,6,6,5,6,6,5,6,3,6,4,3,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,9,8,1,8,1,1,9,1,,,,,,,,,,,,,2,8,2,5,4,7,8,6,1,5,1,1,9,8,8,8,4,8,8,7,2,41,5,,3,,4,1,2,,4,6,3,7,4,5,5,5,3,to see how religious beliefs vary,0,varying religious beliefs among different demographics ,0,1,They were all about religion and beliefs ,2,,2,,2,,1,to be as honest as possible,,,,,,,,1
